M_nad	M_13_cis_retn	R_RADH3	0.0
M_13_cis_retn	M_nad	R_RADH3	0.0
M_nad	M_nadh	R_RADH3	1.0
M_nadh	M_nad	R_RADH3	1.0
M_h2o	M_13_cis_retn	R_RADH3	NaN
M_13_cis_retn	M_h2o	R_RADH3	0.0
M_h2o	M_nadh	R_RADH3	NaN
M_nadh	M_h2o	R_RADH3	0.0
M_nadp	M_nadph	R_RADH2	1.0
M_nadph	M_nadp	R_RADH2	1.0
M_nadp	M_retn	R_RADH2	0.0
M_retn	M_nadp	R_RADH2	0.0
M_retinal	M_nadph	R_RADH2	0.0
M_nadph	M_retinal	R_RADH2	0.0
M_retinal	M_retn	R_RADH2	1.0
M_retn	M_retinal	R_RADH2	1.0
M_h2o	M_nadph	R_RADH2	NaN
M_nadph	M_h2o	R_RADH2	0.0
M_h2o	M_retn	R_RADH2	NaN
M_retn	M_h2o	R_RADH2	0.0
M_adrnl	M_h2o	R_RE2131C	0.0
M_h2o	M_adrnl	R_RE2131C	NaN
M_adrnl	M_CE2173	R_RE2131C	1.0
M_CE2173	M_adrnl	R_RE2131C	0.9
M_fald	M_h2o	R_RE2131C	0.0
M_h2o	M_fald	R_RE2131C	NaN
M_fald	M_CE2173	R_RE2131C	1.0
M_CE2173	M_fald	R_RE2131C	0.1
M_nadph	M_nadp	R_RE3596X	1.0
M_nadp	M_nadph	R_RE3596X	1.0
M_nadph	M_CE5976	R_RE3596X	0.0
M_CE5976	M_nadph	R_RE3596X	0.0
M_CE5525	M_nadp	R_RE3596X	0.0
M_nadp	M_CE5525	R_RE3596X	0.0
M_CE5525	M_CE5976	R_RE3596X	1.0
M_CE5976	M_CE5525	R_RE3596X	1.0
M_accoa	M_acgam6p	R_ACGAM6PSi	0.08695652173913043
M_accoa	M_coa	R_ACGAM6PSi	0.9130434782608695
M_gam6p	M_acgam6p	R_ACGAM6PSi	1.0
M_gam6p	M_coa	R_ACGAM6PSi	0.0
M_h2o	M_hco3	R_H2CO3D	NaN
M_hco3	M_h2o	R_H2CO3D	0.0
M_co2	M_hco3	R_H2CO3D	1.0
M_hco3	M_co2	R_H2CO3D	1.0
M_dcsptn1coa	M_coa	R_DCSPTN1CPT1	0.4883720930232558
M_dcsptn1coa	M_dcsptn1crn	R_DCSPTN1CPT1	0.5116279069767442
M_crn	M_coa	R_DCSPTN1CPT1	0.0
M_crn	M_dcsptn1crn	R_DCSPTN1CPT1	1.0
M_coa	M_dcsptn1coa	R_DCSPTN1CPT2	1.0
M_coa	M_crn	R_DCSPTN1CPT2	0.0
M_dcsptn1crn	M_dcsptn1coa	R_DCSPTN1CPT2	0.7586206896551724
M_dcsptn1crn	M_crn	R_DCSPTN1CPT2	0.2413793103448276
M_h2o	M_fadh2	R_FAOXC16C16OHm	NaN
M_h2o	M_3hexdcoa	R_FAOXC16C16OHm	NaN
M_fad	M_fadh2	R_FAOXC16C16OHm	1.0
M_fad	M_3hexdcoa	R_FAOXC16C16OHm	0.0
M_pmtcoa	M_fadh2	R_FAOXC16C16OHm	0.0
M_pmtcoa	M_3hexdcoa	R_FAOXC16C16OHm	1.0
M_atp	M_adp	R_ADK1	1.0
M_adp	M_atp	R_ADK1	0.5
M_amp	M_adp	R_ADK1	1.0
M_adp	M_amp	R_ADK1	0.5
M_CE5782	M_ala_L	R_RE2265C	0.039473684210526314
M_ala_L	M_CE5782	R_RE2265C	1.0
M_CE5782	M_CE5783	R_RE2265C	0.9342105263157895
M_CE5783	M_CE5782	R_RE2265C	0.9861111111111112
M_CE5782	M_gly	R_RE2265C	0.02631578947368421
M_gly	M_CE5782	R_RE2265C	1.0
M_h2o	M_ala_L	R_RE2265C	NaN
M_ala_L	M_h2o	R_RE2265C	0.0
M_h2o	M_CE5783	R_RE2265C	NaN
M_CE5783	M_h2o	R_RE2265C	0.0
M_h2o	M_gly	R_RE2265C	NaN
M_gly	M_h2o	R_RE2265C	0.0
M_nrpphr	M_CE2174	R_RE2132C	1.0
M_CE2174	M_nrpphr	R_RE2132C	0.8888888888888888
M_nrpphr	M_h2o	R_RE2132C	0.0
M_h2o	M_nrpphr	R_RE2132C	NaN
M_fald	M_CE2174	R_RE2132C	1.0
M_CE2174	M_fald	R_RE2132C	0.1111111111111111
M_fald	M_h2o	R_RE2132C	0.0
M_h2o	M_fald	R_RE2132C	NaN
M_fdp	M_g3p	R_FBA	0.5
M_g3p	M_fdp	R_FBA	1.0
M_fdp	M_dhap	R_FBA	0.5
M_dhap	M_fdp	R_FBA	1.0
M_gtp	M_adp	R_ADK3	0.0
M_adp	M_gtp	R_ADK3	0.0
M_gtp	M_gdp	R_ADK3	1.0
M_gdp	M_gtp	R_ADK3	1.0
M_amp	M_adp	R_ADK3	1.0
M_adp	M_amp	R_ADK3	1.0
M_amp	M_gdp	R_ADK3	0.0
M_gdp	M_amp	R_ADK3	0.0
M_o2	M_h2o2	R_RE3157X	NaN
M_o2	M_CE4838	R_RE3157X	NaN
M_CE4836	M_h2o2	R_RE3157X	0.0
M_CE4836	M_CE4838	R_RE3157X	1.0
M_h2o2	M_CE2011	R_RE0702M	NaN
M_CE2011	M_h2o2	R_RE0702M	0.0
M_h2o2	M_h2o	R_RE0702M	NaN
M_h2o	M_h2o2	R_RE0702M	NaN
M_tcynt	M_CE2011	R_RE0702M	1.0
M_CE2011	M_tcynt	R_RE0702M	1.0
M_tcynt	M_h2o	R_RE0702M	0.0
M_h2o	M_tcynt	R_RE0702M	NaN
